ProductID,Review,battery life,camera quality,screen,performance,price,Rating,sentiment_score,sentiment_pred,sentiment,quality_prescence,satisfi_prescence,excellent_prescence,disappointing_prescence,bad_prescence,terrible_prescence,worst_prescence,outstanding_prescence,perfect_prescence,dreadful_prescence,poor_prescence,good_prescence,quit_prescence,nice_prescence,i_prescence,'m_prescence,purchase_prescence
P001,camera qualiti perfect . screen excellent . i 'm satisfi purchase .,0,1,1,0,0,5,0.8126,positive,positive,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1
P001,batteri life disappointing . camera qualiti poor . higher expectations .,1,1,0,0,0,2,-0.743,negative,negative,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
P001,"overall , product satisfactory .",0,0,0,0,0,4,0.3612,positive,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P001,batteri life good . perform quit nice . price good . i 'm satisfi purchase .,1,0,0,1,1,4,0.8225,positive,positive,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
P001,batteri life poor . camera qualiti disappointing . screen disappointing . perform bad . higher expectations .,1,1,1,1,0,2,-0.9186,negative,negative,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
P001,batteri life good . camera qualiti good . perform satisfactory . price satisfactory . i 'm satisfi purchase .,1,1,0,1,1,4,0.8689,positive,positive,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
P001,batteri life average . camera qualiti average . screen okay . perform okay . price average . higher expectations .,1,1,1,1,1,3,0.4215,positive,neutral,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P001,batteri life okay . higher expectations .,1,0,0,0,0,3,0.2263,positive,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P001,camera qualiti satisfactory . screen satisfactory . perform quit nice . i 'm satisfi purchase .,0,1,1,1,0,4,0.7783,positive,positive,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
P001,batteri life poor . camera qualiti bad . screen poor . higher expectations .,1,1,1,0,0,2,-0.8658,negative,negative,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
P001,camera qualiti perfect . i 'm satisfi purchase .,0,1,0,0,0,5,0.5719,positive,positive,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
P001,camera qualiti okay . price mediocre . higher expectations .,0,1,0,0,1,3,0.2263,positive,neutral,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P001,camera qualiti good . screen satisfactory . perform quit nice . price good . i 'm satisfi purchase .,0,1,1,1,1,4,0.8779,positive,positive,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
P001,batteri life bad . camera qualiti bad . screen bad . price disappointing . higher expectations .,1,1,1,0,1,2,-0.9287,negative,negative,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
P001,batteri life excellent . perform excellent . price excellent . i 'm satisfi purchase .,1,0,0,1,1,5,0.9022,positive,positive,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
P001,camera qualiti good . perform quit nice . price quit nice . i 'm satisfi purchase .,0,1,0,1,1,4,0.8176,positive,positive,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
P001,batteri life terrible . camera qualiti worst . perform worst . higher expectations .,1,1,0,1,0,1,-0.9062,negative,negative,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
P001,camera qualiti satisfactory . screen quit nice . perform good . price satisfactory . i 'm satisfi purchase .,0,1,1,1,1,4,0.8658,positive,positive,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
P001,batteri life disappointing . camera qualiti disappointing . higher expectations .,1,1,0,0,0,2,-0.7506,negative,negative,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
P001,batteri life outstanding . screen perfect . i 'm satisfi purchase .,1,0,1,0,0,5,0.8271,positive,positive,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
P001,camera qualiti average . screen average . higher expectations .,0,1,1,0,0,3,0.0,neutral,neutral,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P001,price quit nice . i 'm satisfi purchase .,0,0,0,0,1,4,0.4215,positive,positive,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
P001,batteri life perfect . price outstanding . i 'm satisfi purchase .,1,0,0,0,1,5,0.8271,positive,positive,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
P001,batteri life good . camera qualiti good . screen quit nice . i 'm satisfi purchase .,1,1,1,0,0,4,0.8225,positive,positive,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
P001,batteri life perfect . screen excellent . perform outstanding . i 'm satisfi purchase .,1,0,1,1,0,5,0.9081,positive,positive,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1
P001,screen okay . price mediocre . higher expectations .,0,0,1,0,1,3,0.2263,positive,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P001,perform satisfactory . i 'm satisfi purchase .,0,0,0,1,0,4,0.3612,positive,positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
P001,batteri life okay . perform mediocre . higher expectations .,1,0,0,1,0,3,0.2263,positive,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P001,batteri life good . price satisfactory . i 'm satisfi purchase .,1,0,0,0,1,4,0.6597,positive,positive,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
P001,batteri life perfect . camera qualiti perfect . i 'm satisfi purchase .,1,1,0,0,0,5,0.8126,positive,positive,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
P001,batteri life perfect . camera qualiti outstanding . screen perfect . perform perfect . i 'm satisfi purchase .,1,1,1,1,0,5,0.9442,positive,positive,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
P001,camera qualiti mediocre . screen mediocre . price average . higher expectations .,0,1,1,0,1,3,0.0,neutral,neutral,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P001,batteri life okay . camera qualiti average . perform mediocre . price mediocre . higher expectations .,1,1,0,1,1,3,0.2263,positive,neutral,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P001,camera qualiti excellent . screen perfect . perform perfect . i 'm satisfi purchase .,0,1,1,1,0,5,0.9022,positive,positive,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1
P001,camera qualiti perfect . price excellent . i 'm satisfi purchase .,0,1,0,0,1,5,0.8126,positive,positive,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1
P001,camera qualiti satisfactory . perform quit nice . i 'm satisfi purchase .,0,1,0,1,0,4,0.6486,positive,positive,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
P001,camera qualiti outstanding . price outstanding . i 'm satisfi purchase .,0,1,0,0,1,5,0.8402,positive,positive,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
P001,perform satisfactory . i 'm satisfi purchase .,0,0,0,1,0,4,0.3612,positive,positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
P001,batteri life outstanding . perform perfect . price excellent . i 'm satisfi purchase .,1,0,0,1,1,5,0.9081,positive,positive,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1
P001,camera qualiti okay . screen mediocre . higher expectations .,0,1,1,0,0,3,0.2263,positive,neutral,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P001,batteri life dreadful . screen terrible . higher expectations .,1,0,1,0,0,1,-0.7184,negative,negative,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
P001,price satisfactory . i 'm satisfi purchase .,0,0,0,0,1,4,0.3612,positive,positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
P001,camera qualiti good . screen quit nice . i 'm satisfi purchase .,0,1,1,0,0,4,0.6908,positive,positive,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
P001,batteri life quit nice . perform satisfactory . price satisfactory . i 'm satisfi purchase .,1,0,0,1,1,4,0.7783,positive,positive,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
P001,batteri life average . camera qualiti average . price average . higher expectations .,1,1,0,0,1,3,0.0,neutral,neutral,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P001,batteri life dreadful . perform dreadful . higher expectations .,1,0,0,1,0,1,-0.7003,negative,negative,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
P001,camera qualiti dreadful . price terrible . higher expectations .,0,1,0,0,1,1,-0.7184,negative,negative,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
P001,perform disappointing . price bad . higher expectations .,0,0,0,1,1,2,-0.7717,negative,negative,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
P001,screen perfect . i 'm satisfi purchase .,0,0,1,0,0,5,0.5719,positive,positive,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
P001,screen average . perform okay . price mediocre . higher expectations .,0,0,1,1,1,3,0.2263,positive,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P001,price average . higher expectations .,0,0,0,0,1,3,0.0,neutral,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P001,batteri life excellent . camera qualiti outstanding . price outstanding . i 'm satisfi purchase .,1,1,0,0,1,5,0.9136,positive,positive,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1
P001,camera qualiti good . price good . i 'm satisfi purchase .,0,1,0,0,1,4,0.7003,positive,positive,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
P001,perform quit nice . i 'm satisfi purchase .,0,0,0,1,0,4,0.4215,positive,positive,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
P001,camera qualiti average . perform mediocre . price okay . higher expectations .,0,1,0,1,1,3,0.2263,positive,neutral,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P001,batteri life satisfactory . camera qualiti good . screen satisfactory . price good . i 'm satisfi purchase .,1,1,1,0,1,4,0.8689,positive,positive,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
P001,batteri life disappointing . perform poor . higher expectations .,1,0,0,1,0,2,-0.743,negative,negative,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
P002,batteri life good . screen quit nice . perform good . price satisfactory . i 'm satisfi purchase .,1,0,1,1,1,4,0.8779,positive,positive,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
P002,batteri life perfect . screen excellent . i 'm satisfi purchase .,1,0,1,0,0,5,0.8126,positive,positive,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1
P002,camera qualiti poor . perform disappointing . higher expectations .,0,1,0,1,0,2,-0.743,negative,negative,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
P002,batteri life mediocre . camera qualiti mediocre . screen okay . perform mediocre . price average . higher expectations .,1,1,1,1,1,3,0.2263,positive,neutral,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P002,batteri life good . screen good . perform good . price satisfactory . i 'm satisfi purchase .,1,0,1,1,1,4,0.8807,positive,positive,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
P002,perform satisfactory . price quit nice . i 'm satisfi purchase .,0,0,0,1,1,4,0.6486,positive,positive,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
P002,camera qualiti quit nice . price quit nice . i 'm satisfi purchase .,0,1,0,0,1,4,0.6808,positive,positive,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
P002,"overall , product perfect .",0,0,0,0,0,5,0.5719,positive,positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P002,batteri life mediocre . screen mediocre . perform average . price okay . higher expectations .,1,0,1,1,1,3,0.2263,positive,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P002,camera qualiti okay . screen average . higher expectations .,0,1,1,0,0,3,0.2263,positive,neutral,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P002,batteri life okay . camera qualiti okay . higher expectations .,1,1,0,0,0,3,0.4215,positive,neutral,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P002,batteri life mediocre . camera qualiti mediocre . screen average . higher expectations .,1,1,1,0,0,3,0.0,neutral,neutral,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P002,batteri life quit nice . screen quit nice . price satisfactory . i 'm satisfi purchase .,1,0,1,0,1,4,0.7964,positive,positive,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
P002,batteri life mediocre . perform okay . price mediocre . higher expectations .,1,0,0,1,1,3,0.2263,positive,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P002,screen mediocre . perform okay . price average . higher expectations .,0,0,1,1,1,3,0.2263,positive,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P002,batteri life perfect . screen perfect . i 'm satisfi purchase .,1,0,1,0,0,5,0.8126,positive,positive,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
P002,screen perfect . price outstanding . i 'm satisfi purchase .,0,0,1,0,1,5,0.8271,positive,positive,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
P002,batteri life mediocre . screen okay . price mediocre . higher expectations .,1,0,1,0,1,3,0.2263,positive,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P002,price average . higher expectations .,0,0,0,0,1,3,0.0,neutral,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P002,screen perfect . perform outstanding . i 'm satisfi purchase .,0,0,1,1,0,5,0.8271,positive,positive,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
P002,screen outstanding . perform excellent . i 'm satisfi purchase .,0,0,1,1,0,5,0.8271,positive,positive,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1
P002,batteri life poor . camera qualiti disappointing . perform poor . higher expectations .,1,1,0,1,0,2,-0.8555,negative,negative,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
P002,batteri life excellent . i 'm satisfi purchase .,1,0,0,0,0,5,0.5719,positive,positive,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
P002,batteri life okay . price average . higher expectations .,1,0,0,0,1,3,0.2263,positive,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P002,screen bad . perform poor . higher expectations .,0,0,1,1,0,2,-0.765,negative,negative,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
P002,camera qualiti mediocre . higher expectations .,0,1,0,0,0,3,0.0,neutral,neutral,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P002,camera qualiti average . screen okay . higher expectations .,0,1,1,0,0,3,0.2263,positive,neutral,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P002,camera qualiti good . screen quit nice . perform good . i 'm satisfi purchase .,0,1,1,1,0,4,0.8225,positive,positive,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
P002,"overall , product satisfactory .",0,0,0,0,0,4,0.3612,positive,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P002,batteri life quit nice . i 'm satisfi purchase .,1,0,0,0,0,4,0.4215,positive,positive,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
P002,perform satisfactory . price quit nice . i 'm satisfi purchase .,0,0,0,1,1,4,0.6486,positive,positive,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
P002,batteri life satisfactory . screen quit nice . perform satisfactory . i 'm satisfi purchase .,1,0,1,1,0,4,0.7783,positive,positive,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
P002,batteri life average . camera qualiti average . perform average . higher expectations .,1,1,0,1,0,3,0.0,neutral,neutral,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P002,batteri life worst . camera qualiti terrible . screen terrible . perform terrible . price worst . higher expectations .,1,1,1,1,1,1,-0.9552,negative,negative,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
P002,camera qualiti good . screen satisfactory . i 'm satisfi purchase .,0,1,1,0,0,4,0.6597,positive,positive,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
P002,batteri life satisfactory . screen satisfactory . perform satisfactory . i 'm satisfi purchase .,1,0,1,1,0,4,0.7579,positive,positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
P002,screen poor . higher expectations .,0,0,1,0,0,2,-0.4767,negative,negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
P002,screen mediocre . perform average . price mediocre . higher expectations .,0,0,1,1,1,3,0.0,neutral,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P002,batteri life excellent . camera qualiti excellent . screen outstanding . perform outstanding . i 'm satisfi purchase .,1,1,1,1,0,5,0.9468,positive,positive,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1
P002,perform outstanding . price perfect . i 'm satisfi purchase .,0,0,0,1,1,5,0.8271,positive,positive,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
P002,camera qualiti quit nice . screen satisfactory . perform quit nice . price quit nice . i 'm satisfi purchase .,0,1,1,1,1,4,0.872,positive,positive,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
P002,batteri life disappointing . camera qualiti poor . screen disappointing . perform disappointing . price bad . higher expectations .,1,1,1,1,1,2,-0.9451,negative,negative,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
P002,batteri life average . camera qualiti average . screen mediocre . perform mediocre . higher expectations .,1,1,1,1,0,3,0.0,neutral,neutral,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P002,batteri life average . camera qualiti average . price okay . higher expectations .,1,1,0,0,1,3,0.2263,positive,neutral,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P002,batteri life mediocre . camera qualiti mediocre . perform average . price okay . higher expectations .,1,1,0,1,1,3,0.2263,positive,neutral,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P002,batteri life quit nice . screen satisfactory . price quit nice . i 'm satisfi purchase .,1,0,1,0,1,4,0.7964,positive,positive,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
P002,price average . higher expectations .,0,0,0,0,1,3,0.0,neutral,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P002,batteri life good . camera qualiti satisfactory . screen satisfactory . i 'm satisfi purchase .,1,1,1,0,0,4,0.7845,positive,positive,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
P002,batteri life outstanding . i 'm satisfi purchase .,1,0,0,0,0,5,0.6124,positive,positive,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
P002,batteri life good . price satisfactory . i 'm satisfi purchase .,1,0,0,0,1,4,0.6597,positive,positive,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
P002,camera qualiti average . price mediocre . higher expectations .,0,1,0,0,1,3,0.0,neutral,neutral,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P002,screen okay . perform mediocre . price mediocre . higher expectations .,0,0,1,1,1,3,0.2263,positive,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P002,batteri life disappointing . higher expectations .,1,0,0,0,0,2,-0.4939,negative,negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
P002,batteri life outstanding . screen outstanding . i 'm satisfi purchase .,1,0,1,0,0,5,0.8402,positive,positive,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
P002,batteri life dreadful . camera qualiti worst . perform terrible . higher expectations .,1,1,0,1,0,1,-0.8779,negative,negative,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
P002,"overall , product average .",0,0,0,0,0,3,0.0,neutral,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P002,batteri life worst . camera qualiti worst . perform worst . higher expectations .,1,1,0,1,0,1,-0.9231,negative,negative,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
P002,screen satisfactory . price quit nice . i 'm satisfi purchase .,0,0,1,0,1,4,0.6486,positive,positive,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
P002,camera qualiti satisfactory . screen satisfactory . perform good . i 'm satisfi purchase .,0,1,1,1,0,4,0.7845,positive,positive,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
P002,camera qualiti terrible . screen worst . perform worst . price dreadful . higher expectations .,0,1,1,1,1,1,-0.9349,negative,negative,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
P002,batteri life disappointing . camera qualiti poor . perform poor . price poor . higher expectations .,1,1,0,1,1,2,-0.91,negative,negative,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
P002,camera qualiti mediocre . screen average . perform mediocre . price mediocre . higher expectations .,0,1,1,1,1,3,0.0,neutral,neutral,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P002,perform average . higher expectations .,0,0,0,1,0,3,0.0,neutral,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P002,batteri life average . screen okay . perform okay . price okay . higher expectations .,1,0,1,1,1,3,0.5719,positive,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P002,screen terrible . higher expectations .,0,0,1,0,0,1,-0.4767,negative,negative,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
P002,batteri life perfect . perform perfect . price excellent . i 'm satisfi purchase .,1,0,0,1,1,5,0.9022,positive,positive,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1
P002,batteri life good . camera qualiti good . perform satisfactory . price good . i 'm satisfi purchase .,1,1,0,1,1,4,0.8807,positive,positive,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
P002,perform perfect . price perfect . i 'm satisfi purchase .,0,0,0,1,1,5,0.8126,positive,positive,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
P002,batteri life mediocre . camera qualiti average . perform okay . price average . higher expectations .,1,1,0,1,1,3,0.2263,positive,neutral,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P002,batteri life mediocre . camera qualiti okay . screen average . perform average . price average . higher expectations .,1,1,1,1,1,3,0.2263,positive,neutral,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P002,screen satisfactory . perform quit nice . price satisfactory . i 'm satisfi purchase .,0,0,1,1,1,4,0.7783,positive,positive,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
P002,batteri life dreadful . camera qualiti dreadful . higher expectations .,1,1,0,0,0,1,-0.7003,negative,negative,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
P002,batteri life worst . camera qualiti worst . screen worst . perform terrible . higher expectations .,1,1,1,1,0,1,-0.9468,negative,negative,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
P002,batteri life quit nice . camera qualiti quit nice . i 'm satisfi purchase .,1,1,0,0,0,4,0.6808,positive,positive,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
P002,camera qualiti excellent . screen perfect . i 'm satisfi purchase .,0,1,1,0,0,5,0.8126,positive,positive,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1
P002,camera qualiti good . screen good . price quit nice . i 'm satisfi purchase .,0,1,1,0,1,4,0.8225,positive,positive,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
P002,batteri life quit nice . perform quit nice . price good . i 'm satisfi purchase .,1,0,0,1,1,4,0.8176,positive,positive,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
P002,screen outstanding . perform outstanding . i 'm satisfi purchase .,0,0,1,1,0,5,0.8402,positive,positive,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
P002,batteri life good . screen quit nice . perform satisfactory . price good . i 'm satisfi purchase .,1,0,1,1,1,4,0.8779,positive,positive,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
P002,perform satisfactory . i 'm satisfi purchase .,0,0,0,1,0,4,0.3612,positive,positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
P002,batteri life dreadful . camera qualiti terrible . screen dreadful . perform worst . higher expectations .,1,1,1,1,0,1,-0.9186,negative,negative,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
P002,perform disappointing . higher expectations .,0,0,0,1,0,2,-0.4939,negative,negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
P002,batteri life dreadful . camera qualiti terrible . screen terrible . higher expectations .,1,1,1,0,0,1,-0.8442,negative,negative,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
P002,camera qualiti excellent . screen perfect . i 'm satisfi purchase .,0,1,1,0,0,5,0.8126,positive,positive,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1
P002,batteri life average . price okay . higher expectations .,1,0,0,0,1,3,0.2263,positive,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P002,perform good . price good . i 'm satisfi purchase .,0,0,0,1,1,4,0.7003,positive,positive,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
P002,batteri life quit nice . i 'm satisfi purchase .,1,0,0,0,0,4,0.4215,positive,positive,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
P002,batteri life quit nice . screen satisfactory . i 'm satisfi purchase .,1,0,1,0,0,4,0.6486,positive,positive,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
P002,camera qualiti perfect . perform outstanding . i 'm satisfi purchase .,0,1,0,1,0,5,0.8271,positive,positive,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
P002,screen poor . perform poor . higher expectations .,0,0,1,1,0,2,-0.7351,negative,negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
P002,batteri life perfect . camera qualiti outstanding . price excellent . i 'm satisfi purchase .,1,1,0,0,1,5,0.9081,positive,positive,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1
P002,batteri life mediocre . screen mediocre . perform okay . higher expectations .,1,0,1,1,0,3,0.2263,positive,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P002,camera qualiti good . price quit nice . i 'm satisfi purchase .,0,1,0,0,1,4,0.6908,positive,positive,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
P002,screen satisfactory . perform good . i 'm satisfi purchase .,0,0,1,1,0,4,0.6597,positive,positive,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
P002,"overall , product good .",0,0,0,0,0,4,0.4404,positive,positive,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
P002,batteri life mediocre . camera qualiti mediocre . perform average . price average . higher expectations .,1,1,0,1,1,3,0.0,neutral,neutral,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P002,batteri life terrible . camera qualiti dreadful . screen dreadful . perform worst . price worst . higher expectations .,1,1,1,1,1,1,-0.9524,negative,negative,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
P002,batteri life good . camera qualiti quit nice . screen quit nice . i 'm satisfi purchase .,1,1,1,0,0,4,0.8176,positive,positive,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
P002,camera qualiti quit nice . perform quit nice . i 'm satisfi purchase .,0,1,0,1,0,4,0.6808,positive,positive,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
P002,price quit nice . i 'm satisfi purchase .,0,0,0,0,1,4,0.4215,positive,positive,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
